Agency,State,State_id
Louisiana Alcoholic Beverage Control,Louisiana,19
Louisiana Department of Transportation and Development,Louisiana,19
Crescent City Connection Police,Louisiana,19
Weight Enforcement Police,Louisiana,19
Louisiana Department of Wildlife & Fisheries - Enforcement Division,Louisiana,19
Louisiana Livestock Brand Commission Enforcement,Louisiana,19
Louisiana Office of State Parks - Enforcement Division,Louisiana,19
Louisiana State Museum Police,Louisiana,19
Louisiana Military Department Police,Louisiana,19
Abbeville Police Department [5],Louisiana,19
Addis Police Department [6],Louisiana,19
Albany Police Department[citation needed],Louisiana,19
Alexandria Police Department [7],Louisiana,19
Amite Police Department [8],Louisiana,19
Anacoco Police Department[citation needed],Louisiana,19
Angie Police Department[citation needed],Louisiana,19
Arcadia Police Department [9],Louisiana,19
Arnaudville Police Department [10],Louisiana,19
Ashland Police Department [11],Louisiana,19
Athens Police Department [12],Louisiana,19
Baker Police Department,Louisiana,19
Baldwin Police Department,Louisiana,19
Ball Police Department,Louisiana,19
Basile Police Department,Louisiana,19
Bastrop Police Department,Louisiana,19
Baton Rouge Police Department[13],Louisiana,19
Benton Police Department,Louisiana,19
Bernice Police Department,Louisiana,19
Berwick Police Department,Louisiana,19
Blanchard Police Department [14],Louisiana,19
Bogalusa Police Department,Louisiana,19
Bonita Police Department,Louisiana,19
Bossier City Police Department,Louisiana,19
Boyce Police Department,Louisiana,19
Breaux Bridge Police Department,Louisiana,19
Broussard Police Department,Louisiana,19
Brusly Police Department,Louisiana,19
Bunkie Police Department,Louisiana,19
Calvin Police Department,Louisiana,19
Campti Police Department,Louisiana,19
Cankton Police Department,Louisiana,19
Carencro Police Department [15],Louisiana,19
Castor Police Department,Louisiana,19
Central Police Department,Louisiana,19
Chalmette Police Department,Louisiana,19
Chataignier Police Department,Louisiana,19
Chatham Police Department,Louisiana,19
Cheneyville Police Department,Louisiana,19
Choudrant Police Department,Louisiana,19
Church Point Police Department,Louisiana,19
Clerence Police Department,Louisiana,19
Clarks Police Department,Louisiana,19
Clayton Police Department,Louisiana,19
Clinton Police Department,Louisiana,19
Colfax Police Department,Louisiana,19
Collinston Police Department,Louisiana,19
Columbia Police Department,Louisiana,19
Converse Police Department,Louisiana,19
Covington Police Department[16],Louisiana,19
Cotton Valley Police Department,Louisiana,19
Cottonport Police Department,Louisiana,19
Coushatta Police Department,Louisiana,19
Covington Police Department,Louisiana,19
Crowley Police Department,Louisiana,19
Cullen Police Department,Louisiana,19
Delcambre Police Department,Louisiana,19
Delhi Police Department,Louisiana,19
Delta Police Department,Louisiana,19
Denham Springs Police Department,Louisiana,19
DeQuincy Police Department,Louisiana,19
DeRidder Police Department,Louisiana,19
Dixie Inn Police Department,Louisiana,19
Dodson Police Department,Louisiana,19
Donaldsonville Police Department,Louisiana,19
Downsville Police Department,Louisiana,19
Doyline Police Department,Louisiana,19
Dry Prong Police Department,Louisiana,19
Dubach Police Department,Louisiana,19
Dubberly Police Department,Louisiana,19
Duson Police Department,Louisiana,19
East Hodge Police Department,Louisiana,19
Elizabeth Police Department,Louisiana,19
Elton Police Department,Louisiana,19
Epps Police Department,Louisiana,19
Erath Police Department,Louisiana,19
Estherwood Police Department,Louisiana,19
Eunice Police Department,Louisiana,19
Evergreen Police Department,Louisiana,19
Farmerville Police Department,Louisiana,19
Fenton Police Department,Louisiana,19
Ferriday Police Department [17],Louisiana,19
Fisher Police Department,Louisiana,19
Florien Police Department,Louisiana,19
Folsom Police Department,Louisiana,19
Fordoche Police Department,Louisiana,19
Forest Police Department,Louisiana,19
Forest Hill Police Department,Louisiana,19
Franklin Police Department,Louisiana,19
Franklinton Police Department,Louisiana,19
French Settlement Police Department,Louisiana,19
Georgetown Police Department,Louisiana,19
Gibsland Police Department,Louisiana,19
Gilbert Police Department,Louisiana,19
Gilliam Police Department,Louisiana,19
Glenmora Police Department,Louisiana,19
Golden Meadow Police Department,Louisiana,19
Goldonna Police Department,Louisiana,19
Gonzales Police Department,Louisiana,19
Grambling Police Department,Louisiana,19
Gramercy Police Department,Louisiana,19
Grand Cane Police Department,Louisiana,19
Grand Coteau Police Department,Louisiana,19
Grand Isle Police Department,Louisiana,19
Grayson Police Department,Louisiana,19
Greensburg Police Department,Louisiana,19
Greenwood Police Department,Louisiana,19
Gretna Police Department,Louisiana,19
Grosse Tete Police Department,Louisiana,19
Gueydan Police Department,Louisiana,19
Hall Summit Police Department,Louisiana,19
Hammond Police Department,Louisiana,19
Harahan Police Department,Louisiana,19
Harrisonburg Police Department,Louisiana,19
Haughton Police Department,Louisiana,19
Haynesville Police Department,Louisiana,19
Head of Island Police Department,Louisiana,19
Heflin Police Department,Louisiana,19
Henderson Police Department,Louisiana,19
Hessmer Police Department,Louisiana,19
Hineston Police Department,Louisiana,19
Hodge Police Department,Louisiana,19
Homer Police Department,Louisiana,19
Hornbeck Police Department,Louisiana,19
Hosston Police Department,Louisiana,19
Houma Police Department,Louisiana,19
Ida Police Department,Louisiana,19
Independence Police Department,Louisiana,19
Iota Police Department,Louisiana,19
Iowa Police Department,Louisiana,19
Jackson Police Department,Louisiana,19
Jamestown Police Department,Louisiana,19
Jean Lafitte Police Department,Louisiana,19
Jeanerette Police Department,Louisiana,19
Jena Police Department,Louisiana,19
Jennings Police Department,Louisiana,19
Jonesboro Police Department,Louisiana,19
Jonesville Police Department,Louisiana,19
Junction City Police Department,Louisiana,19
Kaplan Police Department,Louisiana,19
Keachi Police Department,Louisiana,19
Kenner Police Department,Louisiana,19
Kentwood Police Department,Louisiana,19
Kilbourne Police Department,Louisiana,19
Killian Police Department,Louisiana,19
Kinder Police Department,Louisiana,19
Krotz Springs Police Department,Louisiana,19
Lafayette Police Department,Louisiana,19
Lafayette City Marshal,Louisiana,19
Lake Arthur Police Department,Louisiana,19
Lake Charles Police Department,Louisiana,19
Lake Providence Police Department,Louisiana,19
LeCompte Police Department,Louisiana,19
Leesville Police Department,Louisiana,19
Leonville Police Department,Louisiana,19
Lille Police Department,Louisiana,19
Lisbon Police Department,Louisiana,19
Livingston Police Department,Louisiana,19
Livonia Police Department,Louisiana,19
Lockport Police Department,Louisiana,19
Logansport Police Department,Louisiana,19
Longstreet Police Department,Louisiana,19
Loreauville Police Department,Louisiana,19
Lucky Police Department,Louisiana,19
Lutcher Police Department,Louisiana,19
Madisonville Police Department,Louisiana,19
Mamou Police Department,Louisiana,19
Mandeville Police Department,Louisiana,19
Mangham Police Department,Louisiana,19
Mansfield Police Department,Louisiana,19
Mansura Police Department,Louisiana,19
Many Police Department,Louisiana,19
Maringouin Police Department,Louisiana,19
Marion Police Department,Louisiana,19
Marksville Police Department,Louisiana,19
Martin Police Department,Louisiana,19
Maurice Police Department,Louisiana,19
McNary Police Department,Louisiana,19
Melville Police Department,Louisiana,19
Mer Rouge Police Department,Louisiana,19
Mermentau Police Department,Louisiana,19
Merryville Police Department,Louisiana,19
Minden Police Department,Louisiana,19
Monroe Police Department,Louisiana,19
Montgomery Police Department,Louisiana,19
Montpelier Police Department,Louisiana,19
Mooringsport Police Department,Louisiana,19
Moreauville Police Department,Louisiana,19
Morgan City Police Department,Louisiana,19
Morganza Police Department,Louisiana,19
Morse Police Department,Louisiana,19
Mound Police Department,Louisiana,19
Napoleonville Police Department,Louisiana,19
Natchez Police Department,Louisiana,19
Natchitoches Police Department,Louisiana,19
New Iberia Police Department,Louisiana,19
New Llano Police Department,Louisiana,19
New Orleans Police Department,Louisiana,19
New Roads Police Department,Louisiana,19
Newellton Police Department,Louisiana,19
Noble Police Department,Louisiana,19
North Hodge Police Department[18],Louisiana,19
Norwood Police Department,Louisiana,19
Oak Grove Police Department,Louisiana,19
Oak Ridge Police Department,Louisiana,19
Oakdale Police Department,Louisiana,19
Oberlin Police Department,Louisiana,19
Oil City Police Department,Louisiana,19
Olla Police Department,Louisiana,19
Opelousas Police Department,Louisiana,19
Palmetto Police Department,Louisiana,19
Parks Police Department,Louisiana,19
Patterson Police Department,Louisiana,19
Pearl River Police Department,Louisiana,19
Pine Prairie Police Department,Louisiana,19
Pineville Police Department,Louisiana,19
Pioneer Police Department,Louisiana,19
Plain Dealing Police Department,Louisiana,19
Plaquemine Police Department,Louisiana,19
Plaucheville Police Department,Louisiana,19
Pleasant Hill Police Department,Louisiana,19
Pollock Police Department,Louisiana,19
Ponchatoula Police Department,Louisiana,19
Port Allen Police Department,Louisiana,19
Port Barre Police Department,Louisiana,19
Port Vincent Police Department,Louisiana,19
Powhatan Police Department,Louisiana,19
Provencal Police Department,Louisiana,19
Quitman Police Department,Louisiana,19
Rayne Police Department,Louisiana,19
Rayville Police Department,Louisiana,19
Reeves Police Department,Louisiana,19
Richmond Police Department,Louisiana,19
Richwood Police Department,Louisiana,19
Ridgecrest Police Department,Louisiana,19
Ringgold Police Department,Louisiana,19
Robeline Police Department,Louisiana,19
Rodessa Police Department,Louisiana,19
Rosedale Police Department,Louisiana,19
Roseland Police Department,Louisiana,19
Rosepine Police Department,Louisiana,19
Ruston Police Department,Louisiana,19
St. Francisville Police Department,Louisiana,19
St. Gabriel Police Department,Louisiana,19
St. Joseph Police Department,Louisiana,19
St. Martinville Police Department,Louisiana,19
Saline Police Department,Louisiana,19
Sarepta Police Department,Louisiana,19
Scott Police Department,Louisiana,19
Shongaloo Police Department,Louisiana,19
Shreveport Police Department,Louisiana,19
Sibley Police Department,Louisiana,19
Sicily Island Police Department,Louisiana,19
Sikes Police Department,Louisiana,19
Simmesport Police Department,Louisiana,19
Simpson Police Department,Louisiana,19
Simsboro Police Department,Louisiana,19
Slaughter Police Department,Louisiana,19
Slidell Police Department,Louisiana,19
Sorrento Police Department,Louisiana,19
South Mansfield Police Department,Louisiana,19
Spearsville Police Department,Louisiana,19
Springfield Police Department,Louisiana,19
Springhill Police Department,Louisiana,19
Stanley Police Department,Louisiana,19
Sterlington Police Department,Louisiana,19
Stonewall Police Department,Louisiana,19
Sulphur Police Department[19],Louisiana,19
Sun Police Department,Louisiana,19
Sunset Police Department,Louisiana,19
Tallulah Police Department,Louisiana,19
Tangipahoa Police Department,Louisiana,19
Thibodaux Police Department[20],Louisiana,19
Tickfaw Police Department,Louisiana,19
Tullos Police Department,Louisiana,19
Turkey Creek Police Department,Louisiana,19
Urania Police Department,Louisiana,19
Varnado Police Department,Louisiana,19
Vidalia Police Department,Louisiana,19
Vienna Police Department,Louisiana,19
Ville Platte Police Department [21],Louisiana,19
Vinton Police Department,Louisiana,19
Vivian Police Department,Louisiana,19
Walker Police Department,Louisiana,19
Washington Police Department,Louisiana,19
Waterproof Police Department,Louisiana,19
Welsh Police Department,Louisiana,19
West Monroe Police Department,Louisiana,19
Westlake Police Department,Louisiana,19
Westwego Police Department,Louisiana,19
White Castle Police Department,Louisiana,19
Wilson Police Department,Louisiana,19
Winnfield Police Department,Louisiana,19
Winnsboro Police Department,Louisiana,19
Wisner Police Department,Louisiana,19
Woodworth Police Department,Louisiana,19
Youngsville Police Department,Louisiana,19
Zachary Police Department,Louisiana,19
Zwolle Police Department,Louisiana,19
Maine Department of Conservation,Maine,20
Park Rangers,Maine,20
Maine Department of Corrections,Maine,20
Maine Department of Inland Fisheries and Wildlife,Maine,20
Maine Warden Service,Maine,20
Maine Department of Marine Resources,Maine,20
Marine Patrol,Maine,20
Maine Department of Public Safety,Maine,20
Bureau of Capitol Security,Maine,20
Maine Drug Enforcement Agency,Maine,20
Maine State Fire Marshal,Maine,20
Maine State Police,Maine,20
Maine Drug Enforcement Agency,Maine,20
Maine Forest Service,Maine,20
Forest Rangers,Maine,20
Maine State Marshal Service,Maine,20
